,Address,Price,Beds,Contact
0,360 E South Water St Chicago  60601,"$1,590 - $3,953",Studio - 2 Br,312-288-8069
1,71 W Hubbard St Chicago  60654,"$1,829 - $6,947",Studio - 3 Br,312-219-9513
2,345 E Wacker Dr Chicago  60601,"$1,568 - $4,530",Studio - 3 Br,773-904-9571
3,5020-5050 S Lake Shore Dr Chicago  60615,"$1,113 - $3,274",Studio - 3 Br,866-611-2494
4,400 E South Water St Chicago  60601,"$1,588 - $3,802",Studio - 2 Br,866-599-7868
5,225 N Columbus Dr Chicago  60601,"$1,612 - $4,605",Studio - 2 Br,866-933-3491
6,1130 S Michigan Ave Chicago  60605,"$1,190 - $3,896",Studio - 2 Br,866-610-8317
7,200 E Illinois St Chicago  60611,"$2,226 - $9,700",Studio - 4 Br,773-273-6395
8,1350 N Lake Shore Dr Chicago  60610,"$1,191 - $3,032",Studio - 2 Br,312-462-0403
9,750 N Rush St Chicago  60611,"$1,794 - $6,712",1-3 Br,773-675-1163
10,850 N Lake Shore Dr Chicago  60611,"$1,990 - $12,000",Studio - 3 Br,312-462-1903
11,220 W Illinois St Chicago  60610,"$1,955 - $3,940",Studio - 2 Br,773-492-6656
12,4726-4740 S Woodlawn Ave Chicago  60615,"$763 - $1,511",Studio - 2 Br,855-254-1372
13,445 E Illinois St Chicago  60611,"$1,815 - $4,925",Studio - 3 Br,844-274-9788
14,5009 N Sheridan Rd Chicago  60640,"$1,200 - $2,400",Studio - 2 Br,773-649-5501
15,805 N LaSalle St Chicago  60654,"$1,475 - $4,800",Studio - 2 Br,872-206-3038
16,601 W Jackson Blvd Chicago  60661,"$1,452 - $4,413",Studio - 2 Br,844-443-8919
17,111 W Wacker Dr Chicago  60601,"$1,995 - $6,695",Studio - 3 Br,708-546-4173
18,5140 S Hyde Park Blvd Chicago  60615,"$1,258 - $5,151",1-3 Br,773-432-4830
19,850 S Clark St Chicago  60605,"$1,696 - $3,190",1-2 Br,312-462-1938
20,850 N State St Chicago  60610,"$1,339 - $2,621",1-2 Br,312-646-4941
21,355 E Ohio St Chicago  60611,"$1,593 - $6,422",Studio - 3 Br,312-646-4953
22,922 W Washington Blvd Chicago  60607,"$1,565 - $5,225",Studio - 3 Br,773-358-4744
